entity:ID,name,type,frequency,:LABEL
1661,Carotid Artery Injuries,Disease,10,Disease
1662,Occupational Diseases,Disease,9,Disease
1663,Dengue,Disease,2,Disease
1664,"Obesity, Metabolically Benign",Disease,9,Disease
1665,Voice Disorders,Disease,32,Disease
1666,Leg Injuries,Disease,16,Disease
1667,Pancreatic Intraductal Neoplasms,Disease,2,Disease
1668,"Tuberculosis, Spinal",Disease,3,Disease
1669,"Tongue, Fissured",Disease,1,Disease
1670,"Intracranial Hemorrhage, Hypertensive",Disease,10,Disease
1671,Knee Injuries,Disease,8,Disease
1672,Canavan Disease,Disease,20,Disease
1673,"Pleural Effusion, Malignant",Disease,25,Disease
1674,Vitelliform Macular Dystrophy,Disease,1,Disease
1675,Intestinal Neoplasms,Disease,9,Disease
1676,"Encephalitis, Tick-Borne",Disease,4,Disease
1677,Leukemia,Disease,202,Disease
1678,Arachnoiditis,Disease,4,Disease
1679,Myxedema,Disease,13,Disease
1680,Neurocysticercosis,Disease,12,Disease
1681,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease,16,Disease
1682,Bone Marrow Failure Disorders,Disease,73,Disease
1683,"Cardiac Output, High",Disease,26,Disease
1684,Intestinal Obstruction,Disease,19,Disease
1685,Hyperphosphatemia,Disease,49,Disease
1686,Diffuse Neurofibrillary Tangles with Calcification,Disease,17,Disease
1687,Intracranial Arteriovenous Malformations,Disease,2,Disease
1688,AIDS-Related Opportunistic Infections,Disease,1,Disease
1689,Microcephaly,Disease,34,Disease
1690,Thyrotoxicosis,Disease,26,Disease
1691,"Hernia, Ventral",Disease,6,Disease
1692,Pseudotumor Cerebri,Disease,10,Disease
1693,Vestibular Diseases,Disease,24,Disease
1694,Osteogenesis Imperfecta,Disease,62,Disease
1695,"Dilatation, Pathologic",Disease,11,Disease
1696,Hepatitis,Disease,19,Disease
1697,Vulvodynia,Disease,1,Disease
1698,Cystitis,Disease,16,Disease
1699,Vaginitis,Disease,3,Disease
1700,Central Nervous System Diseases,Disease,102,Disease
1701,Rhinitis,Disease,24,Disease
1702,Latent Tuberculosis,Disease,7,Disease
1703,Thrombocytosis,Disease,63,Disease
1704,"Pneumonia of Calves, Enzootic",Disease,1,Disease
1705,Osteolysis,Disease,39,Disease
1706,Protein-Energy Malnutrition,Disease,24,Disease
1707,Angiomyolipoma,Disease,4,Disease
1708,Urethral Neoplasms,Disease,12,Disease
1709,Kidney Calculi,Disease,21,Disease
1710,Intestinal Pseudo-Obstruction,Disease,6,Disease
1711,"Neoplasms, Neuroepithelial",Disease,5,Disease
1712,Patellofemoral Pain Syndrome,Disease,4,Disease
1713,Birt-Hogg-Dube Syndrome,Disease,7,Disease
1714,Salivary Gland Neoplasms,Disease,4,Disease
1715,Pyomyositis,Disease,1,Disease
1716,Epidural Abscess,Disease,3,Disease
1717,Pelvic Girdle Pain,Disease,11,Disease
1718,"Leukemia, Myeloid",Disease,48,Disease
1719,Prostatic Intraepithelial Neoplasia,Disease,13,Disease
1720,Cutaneous Fistula,Disease,17,Disease
1721,"Liver Abscess, Pyogenic",Disease,10,Disease
1722,Sialic Acid Storage Disease,Disease,31,Disease
1723,Peutz-Jeghers Syndrome,Disease,15,Disease
1724,Gliosis,Disease,48,Disease
1725,Goiter,Disease,15,Disease
1726,Labyrinth Diseases,Disease,9,Disease
1727,Dysmenorrhea,Disease,20,Disease
1728,Foodborne Diseases,Disease,10,Disease
1729,Nocturnal Enuresis,Disease,5,Disease
1730,Uterine Inertia,Disease,5,Disease
1731,Guillain-Barre Syndrome,Disease,9,Disease
1732,Cytomegalovirus Infections,Disease,45,Disease
1733,"Enterocolitis, Pseudomembranous",Disease,5,Disease
1734,Eunuchism,Disease,30,Disease
1735,Chediak-Higashi Syndrome,Disease,6,Disease
1736,Quadriplegia,Disease,46,Disease
1737,"Myopathies, Structural, Congenital",Disease,3,Disease
1738,Thalassemia,Disease,80,Disease
1739,"Arthritis, Infectious",Disease,51,Disease
1740,Ureteral Obstruction,Disease,33,Disease
1741,Myelitis,Disease,8,Disease
1742,Cleidocranial Dysplasia,Disease,9,Disease
1743,Femur Head Necrosis,Disease,9,Disease
1744,Nephritis,Disease,25,Disease
1745,Optic Nerve Glioma,Disease,5,Disease
1746,Anisometropia,Disease,9,Disease
1747,"Hypertension, Renovascular",Disease,16,Disease
1748,Pectus Carinatum,Disease,1,Disease
1749,Gastric Outlet Obstruction,Disease,28,Disease
1750,Leukemoid Reaction,Disease,2,Disease
1751,Thalamic Diseases,Disease,4,Disease
1752,Chronic Urticaria,Disease,2,Disease
1753,Angioedema,Disease,5,Disease
1754,Urticaria,Disease,15,Disease
1755,Arteriosclerosis Obliterans,Disease,3,Disease
1756,Urinary Bladder Diseases,Disease,66,Disease
1757,Optic Nerve Diseases,Disease,25,Disease
1758,Onychomycosis,Disease,38,Disease
1759,Urination Disorders,Disease,3,Disease
1760,"Sarcoma, Kaposi",Disease,69,Disease
1761,Urinary Retention,Disease,14,Disease
1762,Burkitt Lymphoma,Disease,27,Disease
1763,Migraine without Aura,Disease,6,Disease
1764,Intracranial Embolism,Disease,19,Disease
1765,Job Syndrome,Disease,3,Disease
1766,Hypophosphatemia,Disease,17,Disease
1767,Fanconi Anemia,Disease,57,Disease
1768,Esotropia,Disease,12,Disease
1769,Myasthenia Gravis,Disease,49,Disease
1770,Boutonneuse Fever,Disease,3,Disease
1771,Venous Insufficiency,Disease,21,Disease
1772,Anterior Cruciate Ligament Injuries,Disease,4,Disease
1773,Flatfoot,Disease,6,Disease
1774,Cerebrovascular Trauma,Disease,20,Disease
1775,Trigeminal Neuralgia,Disease,12,Disease
1776,Tennis Elbow,Disease,1,Disease
1777,Menorrhagia,Disease,10,Disease
1778,Myoma,Disease,4,Disease
1779,Late Onset Disorders,Disease,3,Disease
1780,Basal Ganglia Cerebrovascular Disease,Disease,57,Disease
1781,Hepatomegaly,Disease,37,Disease
1782,Aniseikonia,Disease,6,Disease
1783,Retinal Detachment,Disease,41,Disease
1784,Asbestosis,Disease,7,Disease
1785,Bronchiolitis,Disease,25,Disease
1786,"Trauma, Nervous System",Disease,10,Disease
1787,Rosacea,Disease,12,Disease
1788,Jaundice,Disease,43,Disease
1789,Diabetes Insipidus,Disease,17,Disease
1790,Optic Atrophy,Disease,27,Disease
1791,Hirsutism,Disease,19,Disease
1792,Drug Eruptions,Disease,17,Disease
1793,Choroidal Effusions,Disease,2,Disease
1794,Acute Disease,Disease,66,Disease
1795,Moyamoya Disease,Disease,2,Disease
1796,Candidemia,Disease,3,Disease
1797,Oligomenorrhea,Disease,6,Disease
1798,"Malaria, Falciparum",Disease,8,Disease
1799,Ankylosis,Disease,9,Disease
1800,Blepharoptosis,Disease,17,Disease
1801,Primary Dysautonomias,Disease,20,Disease
1802,"Epilepsy, Absence",Disease,23,Disease
1803,Malabsorption Syndromes,Disease,82,Disease
1804,Subdural Effusion,Disease,7,Disease
1805,"Nephritis, Interstitial",Disease,22,Disease
1806,"Headache Disorders, Primary",Disease,20,Disease
1807,"Tachycardia, Supraventricular",Disease,36,Disease
1808,"Heart Septal Defects, Atrial",Disease,23,Disease
1809,"Peritonitis, Tuberculous",Disease,5,Disease
1810,"Sleep Disorders, Circadian Rhythm",Disease,22,Disease
1811,"Dyskinesia, Drug-Induced",Disease,105,Disease
1812,Opportunistic Infections,Disease,100,Disease
1813,Carcinoma,Disease,32,Disease
1814,Renal Colic,Disease,2,Disease
1815,Motor Neuron Disease,Disease,86,Disease
1816,Eosinophilia,Disease,44,Disease
1817,Corneal Ulcer,Disease,5,Disease
1818,"Thyroid Cancer, Papillary",Disease,26,Disease
1819,"Arthritis, Juvenile",Disease,15,Disease
1820,"Meningitis, Aseptic",Disease,9,Disease
1821,Pericarditis,Disease,21,Disease
1822,Enuresis,Disease,10,Disease
1823,Prostatic Diseases,Disease,22,Disease
1824,Hand-Arm Vibration Syndrome,Disease,1,Disease
1825,Metatarsus Varus,Disease,2,Disease
1826,"Carcinoma, Ductal",Disease,11,Disease
1827,Encephalocele,Disease,3,Disease
1828,"Infant, Premature, Diseases",Disease,1,Disease
1829,Hemangioma,Disease,23,Disease
1830,"Granulomatous Disease, Chronic",Disease,17,Disease
1831,Primary Immunodeficiency Diseases,Disease,28,Disease
1832,"Carcinoma, Neuroendocrine",Disease,3,Disease
1833,Cold Injury,Disease,56,Disease
1834,Lymphomatoid Papulosis,Disease,7,Disease
1835,Li-Fraumeni Syndrome,Disease,12,Disease
1836,Nail Diseases,Disease,3,Disease
1837,"Carcinoma, Skin Appendage",Disease,3,Disease
1838,"Lymphangiectasis, Intestinal",Disease,6,Disease
1839,Hematuria,Disease,39,Disease
1840,Staphylococcal Infections,Disease,20,Disease
1841,"Rhinitis, Allergic, Seasonal",Disease,7,Disease
1842,Cholecystolithiasis,Disease,10,Disease
1843,Hemolysis,Disease,73,Disease
1844,Tics,Disease,8,Disease
1845,Polyarteritis Nodosa,Disease,10,Disease
1846,Granulomatosis with Polyangiitis,Disease,14,Disease
1847,Polycythemia,Disease,29,Disease
1848,"Dwarfism, Pituitary",Disease,79,Disease
1849,Cyanosis,Disease,11,Disease
1850,"Tuberculosis, Hepatic",Disease,2,Disease
1851,Tuberculoma,Disease,2,Disease
1852,Vitamin K Deficiency,Disease,5,Disease
1853,Body Weight,Disease,2,Disease
1854,Virilism,Disease,23,Disease
1855,Parasomnias,Disease,15,Disease
1856,Diverticulum,Disease,25,Disease
1857,Lethargy,Disease,11,Disease
1858,Hutchinson's Melanotic Freckle,Disease,4,Disease
1859,Heart Neoplasms,Disease,17,Disease
1860,Facial Pain,Disease,18,Disease
1861,Radicular Cyst,Disease,4,Disease
1862,"Kidney Diseases, Cystic",Disease,21,Disease
1863,Hypoalphalipoproteinemias,Disease,19,Disease
1864,Carotid Artery Thrombosis,Disease,4,Disease
1865,Thrombophilia,Disease,49,Disease
1866,Salmonella Infections,Disease,6,Disease
1867,Paresis,Disease,25,Disease
1868,"Brain Injuries, Diffuse",Disease,6,Disease
1869,X-Linked Combined Immunodeficiency Diseases,Disease,22,Disease
1870,Stomatitis,Disease,13,Disease
1871,Cleft Palate,Disease,19,Disease
1872,"Liver Failure, Acute",Disease,16,Disease
1873,Pulmonary Arterial Hypertension,Disease,74,Disease
1874,Asthenia,Disease,18,Disease
1875,Arrhythmogenic Right Ventricular Dysplasia,Disease,17,Disease
1876,"Jaw, Edentulous",Disease,20,Disease
1877,Jaw Diseases,Disease,17,Disease
1878,Testicular Neoplasms,Disease,15,Disease
1879,Familial Primary Pulmonary Hypertension,Disease,4,Disease
1880,"Ventricular Dysfunction, Right",Disease,5,Disease
1881,Neck Injuries,Disease,2,Disease
1882,Eye Pain,Disease,10,Disease
1883,Coronary Stenosis,Disease,16,Disease
1884,Brucellosis,Disease,5,Disease
1885,Cholestasis,Disease,36,Disease
1886,Pneumatosis Cystoides Intestinalis,Disease,4,Disease
1887,Central Nervous System Neoplasms,Disease,28,Disease
1888,Blind Loop Syndrome,Disease,25,Disease
1889,Achlorhydria,Disease,7,Disease
1890,"Plaque, Atherosclerotic",Disease,70,Disease
1891,Intestinal Atresia,Disease,22,Disease
1892,Polyradiculopathy,Disease,9,Disease
1893,Hydatidiform Mole,Disease,1,Disease
1894,Glycogen Storage Disease,Disease,2,Disease
1895,Gerstmann-Straussler-Scheinker Disease,Disease,7,Disease
1896,Epidermolysis Bullosa Acquisita,Disease,1,Disease
1897,Mesial Movement of Teeth,Disease,3,Disease
1898,Photophobia,Disease,4,Disease
1899,"Urinary Incontinence, Urge",Disease,6,Disease
1900,Poliomyelitis,Disease,14,Disease
1901,"Jaundice, Obstructive",Disease,24,Disease
1902,Chromosome Aberrations,Disease,42,Disease
1903,"Liver Cirrhosis, Biliary",Disease,39,Disease
1904,Perceptual Disorders,Disease,17,Disease
1905,Lens Diseases,Disease,17,Disease
1906,Rubella,Disease,9,Disease
1907,Keratitis,Disease,8,Disease
1908,"Hyperkeratosis, Epidermolytic",Disease,8,Disease
1909,"Aneurysm, Infected",Disease,4,Disease
1910,Hallux Valgus,Disease,8,Disease
1911,Heel Spur,Disease,2,Disease
1912,"Hyperparathyroidism, Secondary",Disease,39,Disease
1913,Mucocutaneous Lymph Node Syndrome,Disease,18,Disease
1914,"Glaucoma, Neovascular",Disease,10,Disease
1915,Postthrombotic Syndrome,Disease,7,Disease
1916,Thinness,Disease,32,Disease
1917,Cutis Laxa,Disease,6,Disease
1918,"Colitis, Collagenous",Disease,2,Disease
1919,"Colitis, Lymphocytic",Disease,1,Disease
1920,Parasitic Diseases,Disease,33,Disease
1921,Periodontal Attachment Loss,Disease,8,Disease
1922,Chickenpox,Disease,2,Disease
1923,Dyskeratosis Congenita,Disease,47,Disease
1924,"Embolism, Cholesterol",Disease,7,Disease
1925,Dyskinesias,Disease,14,Disease
1926,Arm Injuries,Disease,2,Disease
1927,Systemic Vasculitis,Disease,6,Disease
1928,Pelvic Inflammatory Disease,Disease,8,Disease
1929,Neuromuscular Manifestations,Disease,1,Disease
1930,"Lower Extremity Deformities, Congenital",Disease,6,Disease
1931,Confusion,Disease,16,Disease
1932,Renal Artery Obstruction,Disease,67,Disease
1933,"Niemann-Pick Disease, Type C",Disease,23,Disease
1934,Rectal Diseases,Disease,11,Disease
1935,Ovarian Cysts,Disease,2,Disease
1936,Contusions,Disease,15,Disease
1937,Stomach Ulcer,Disease,32,Disease
1938,Chorea,Disease,21,Disease
1939,Femoral Neuropathy,Disease,11,Disease
1940,Meniere Disease,Disease,10,Disease
1941,Central Serous Chorioretinopathy,Disease,3,Disease
1942,Xeroderma Pigmentosum,Disease,99,Disease
1943,Pruritus Ani,Disease,1,Disease
1944,Shy-Drager Syndrome,Disease,47,Disease
1945,"Granuloma, Pyogenic",Disease,3,Disease
1946,Microsatellite Instability,Disease,24,Disease
1947,Chlamydia Infections,Disease,5,Disease
1948,Pelvic Infection,Disease,1,Disease
1949,Hemianopsia,Disease,2,Disease
1950,Disease Susceptibility,Disease,7,Disease
1951,Nose Diseases,Disease,2,Disease
1952,Diplopia,Disease,12,Disease
1953,Amaurosis Fugax,Disease,1,Disease
1954,Mucositis,Disease,30,Disease
1955,Prodromal Symptoms,Disease,4,Disease
1956,Gangrene,Disease,61,Disease
1957,Scabies,Disease,26,Disease
1958,Trench Fever,Disease,2,Disease
1959,Porphyria Cutanea Tarda,Disease,3,Disease
1960,Adrenal Gland Neoplasms,Disease,9,Disease
1961,Hereditary Angioedema Type III,Disease,25,Disease
1962,Bloom Syndrome,Disease,22,Disease
1963,"Reflex, Abnormal",Disease,29,Disease
1964,"Urinary Bladder, Neurogenic",Disease,25,Disease
1965,Pituitary Diseases,Disease,26,Disease
1966,Ventricular Outflow Obstruction,Disease,5,Disease
1967,"Hypoadrenocorticism, Familial",Disease,9,Disease
1968,Endocrine Gland Neoplasms,Disease,7,Disease
1969,Adrenal Gland Diseases,Disease,1,Disease
1970,Epiglottitis,Disease,8,Disease
1971,"Ischemic Attack, Transient",Disease,21,Disease
1972,"Wasting Disease, Chronic",Disease,2,Disease
1973,Liver Abscess,Disease,7,Disease
1974,Cholangitis,Disease,23,Disease
1975,Stupor,Disease,5,Disease
1976,Spondylitis,Disease,9,Disease
1977,Oligodendroglioma,Disease,6,Disease
1978,Choroid Hemorrhage,Disease,1,Disease
1979,Heat Stroke,Disease,15,Disease
1980,Meningeal Carcinomatosis,Disease,6,Disease
1981,Fasciitis,Disease,9,Disease
1982,Anhedonia,Disease,2,Disease
1983,Heartburn,Disease,3,Disease
1984,Neurilemmoma,Disease,23,Disease
1985,Neurocutaneous Syndromes,Disease,1,Disease
1986,Esophageal Diseases,Disease,2,Disease
1987,"Carcinoma, Adenoid Cystic",Disease,4,Disease
1988,Isolated Noncompaction of the Ventricular Myocardium,Disease,4,Disease
1989,Bacteriuria,Disease,25,Disease
1990,Rectal Neoplasms,Disease,11,Disease
1991,Pinealoma,Disease,5,Disease
1992,"Spherocytosis, Hereditary",Disease,12,Disease
1993,"Hyperostosis, Diffuse Idiopathic Skeletal",Disease,14,Disease
1994,"Sinus Thrombosis, Intracranial",Disease,9,Disease
1995,"Adenocarcinoma, Scirrhous",Disease,3,Disease
1996,Mannitol,Carbohydrate,2,Carbohydrate
1997,Alginates,Carbohydrate,7,Carbohydrate
1998,GCKR,Gene,7,Gene
1999,rs1260326,Mutation,4,Mutation
2000,Sugars,Carbohydrate,78,Carbohydrate
2001,MLXIPL,Gene,3,Gene
2002,Canagliflozin,Carbohydrate,18,Carbohydrate
2003,CFH,Gene,52,Gene
2004,GCK,Gene,8,Gene
2005,CYP2D6,Gene,7,Gene
2006,Venlafaxine Hydrochloride,Lipid,21,Lipid
2007,KNG1,Gene,17,Gene
2008,FABP2,Gene,4,Gene
2009,Epoprostenol,Lipid,31,Lipid
2010,NR3C1,Gene,17,Gene
2011,Checkpoint Kinase 1,Protein,10,Protein
2012,rs9536314,Mutation,13,Mutation
2013,ADAM12,Gene,3,Gene
2014,rs3740199,Mutation,3,Mutation
2015,rs2276454,Mutation,2,Mutation
2016,rs4641,Mutation,3,Mutation
2017,rs1544410,Mutation,4,Mutation
2018,rs2736100,Mutation,1,Mutation
2019,rs2802292,Mutation,20,Mutation
2020,rs1799941,Mutation,2,Mutation
2021,rs751713049,Mutation,1,Mutation
2022,SRSF2,Gene,27,Gene
2023,ABCB1,Gene,22,Gene
2024,rs1045642,Mutation,2,Mutation
2025,IDO1,Gene,15,Gene
2026,rs4613984,Mutation,1,Mutation
2027,ABCA7,Gene,5,Gene
2028,rs3764,Mutation,2,Mutation
2029,TACR3,Gene,3,Gene
2030,rs2066479,Mutation,3,Mutation
2031,HSD17B3,Gene,3,Gene
2032,rs74827081,Mutation,2,Mutation
2033,F5,Gene,1,Gene
2034,rs1207568,Mutation,11,Mutation
2035,rs662,Mutation,4,Mutation
2036,rs10149146,Mutation,1,Mutation
2037,TECPR2,Gene,2,Gene
2038,MMP12,Gene,5,Gene
2039,rs2276109,Mutation,2,Mutation
2040,ABCG2,Gene,16,Gene
2041,rs2231142,Mutation,6,Mutation
2042,rs2231143,Mutation,1,Mutation
2043,FGB,Gene,3,Gene
2044,XRCC4,Gene,6,Gene
2045,PSEN2,Gene,21,Gene
2046,rs75733498,Mutation,2,Mutation
2047,TREM2,Gene,23,Gene
2048,BMI1,Gene,15,Gene
2049,DNASE1,Gene,1,Gene
2050,EFEMP1,Gene,14,Gene
2051,KCNA3,Gene,1,Gene
2052,PRKAA2,Gene,62,Gene
2053,SLC12A1,Gene,1,Gene
2054,CLEC4M,Gene,1,Gene
2055,F8,Gene,32,Gene
2056,DUSP22,Gene,3,Gene
2057,CCN2,Gene,14,Gene
2058,CYP2C19,Gene,11,Gene
2059,GPX3,Gene,4,Gene
2060,S100A3,Gene,1,Gene
2061,PARP1,Gene,85,Gene
2062,AIF1,Gene,18,Gene
2063,CYP3A4,Gene,23,Gene
2064,TOMM40,Gene,33,Gene
2065,GNL3,Gene,5,Gene
2066,MUC1,Gene,12,Gene
2067,LRRTM3,Gene,3,Gene
2068,SAR1B,Gene,5,Gene
2069,Pulpitis,Disease,2,Disease
2070,H2AX,Gene,2,Gene
2071,CLDN5,Gene,2,Gene
2072,PTN,Gene,3,Gene
2073,IgA Vasculitis,Disease,23,Disease
2074,COQ7,Gene,1,Gene
2075,CDC26,Gene,2,Gene
2076,PAX3,Gene,8,Gene
2077,Rhabdomyosarcoma,Disease,17,Disease
2078,MFAP4,Gene,1,Gene
2079,PROM1,Gene,14,Gene
2080,CRH,Gene,29,Gene
2081,COX8A,Gene,16,Gene
2082,TNFRSF1A,Gene,15,Gene
2083,ABCC6,Gene,4,Gene
2084,PPIA,Gene,20,Gene
2085,RGN,Gene,20,Gene
2086,GLO1,Gene,28,Gene
2087,NINJ2,Gene,6,Gene
2088,SERPINA12,Gene,11,Gene
2089,CCL11,Gene,16,Gene
2090,DNER,Gene,9,Gene
2091,ACHE,Gene,48,Gene
2092,INSR,Gene,38,Gene
2093,MPO,Gene,27,Gene
2094,PTHLH,Gene,35,Gene
2095,MKX,Gene,2,Gene
2096,TF,Gene,35,Gene
2097,PLIN2,Gene,19,Gene
2098,PTGER4,Gene,3,Gene
2099,MAPK14,Gene,14,Gene
2100,MSTN,Gene,54,Gene
2101,SIRT3,Gene,129,Gene
2102,FAM83H,Gene,1,Gene
2103,Hantavirus Pulmonary Syndrome,Disease,15,Disease
2104,CDKN2B,Gene,23,Gene
2105,KCNJ10,Gene,6,Gene
2106,MEOX2,Gene,1,Gene
2107,CTLA4,Gene,9,Gene
2108,SERPINB5,Gene,3,Gene
2109,TLR7,Gene,1,Gene
2110,CASR,Gene,4,Gene
2111,FMOD,Gene,5,Gene
2112,APLN,Gene,12,Gene
2113,HOXA4,Gene,4,Gene
2114,RPE,Gene,1,Gene
2115,CCN4,Gene,8,Gene
2116,CXCR1,Gene,2,Gene
2117,SIRT2,Gene,56,Gene
2118,EZR,Gene,6,Gene
2119,Bronchial Neoplasms,Disease,4,Disease
2120,MIB1,Gene,1,Gene
2121,CFAP97,Gene,7,Gene
2122,ITGAM,Gene,9,Gene
2123,"Leukemia, Myelomonocytic, Chronic",Disease,12,Disease
2124,CD79A,Gene,31,Gene
2125,DDX41,Gene,2,Gene
2126,DDAH2,Gene,5,Gene
2127,WFDC2,Gene,3,Gene
2128,HHLA2,Gene,14,Gene
2129,HLA-DRB1,Gene,4,Gene
2130,"Brain Diseases, Metabolic",Disease,26,Disease
2131,KIT,Gene,17,Gene
2132,GRN,Gene,45,Gene
2133,Asthenozoospermia,Disease,3,Disease
2134,NDRG2,Gene,4,Gene
2135,GSR,Gene,18,Gene
2136,SFRP5,Gene,1,Gene
2137,NOS1,Gene,9,Gene
2138,LCT,Gene,9,Gene
2139,IL17A,Gene,22,Gene
2140,FABP3,Gene,10,Gene
2141,TCN2,Gene,7,Gene
2142,RRM1,Gene,4,Gene
2143,ATF4,Gene,19,Gene
2144,CD1D,Gene,3,Gene
2145,ADAR,Gene,2,Gene
2146,BSG,Gene,5,Gene
2147,CDK6,Gene,18,Gene
2148,TNFSF10,Gene,16,Gene
2149,STAT3,Gene,37,Gene
2150,THBS1,Gene,9,Gene
2151,USP22,Gene,4,Gene
2152,Retinoblastoma,Disease,38,Disease
2153,rs2293607,Mutation,1,Mutation
2154,CCDC26,RNA,4,RNA
2155,CDKN2B-AS1,RNA,17,RNA
2156,MIR200C,RNA,1,RNA
2157,MIR155,RNA,4,RNA
2158,MIR146A,RNA,10,RNA
2159,Glycosylphosphatidylinositols,Carbohydrate;Lipid,3,Carbohydrate;Lipid
2160,Daunorubicin,Carbohydrate,15,Carbohydrate
2161,Lincomycin,Carbohydrate,1,Carbohydrate
2162,Glycerol,Carbohydrate,21,Carbohydrate
2163,"Infarction, Anterior Cerebral Artery",Disease,9,Disease
2164,Icodextrin,Carbohydrate,7,Carbohydrate
2165,Glyceraldehyde,Carbohydrate,4,Carbohydrate
2166,Post-Dural Puncture Headache,Disease,2,Disease
2167,Amikacin,Carbohydrate,11,Carbohydrate
2168,Flushing,Disease,13,Disease
2169,Ribose,Carbohydrate,5,Carbohydrate
2170,Epirubicin,Carbohydrate,2,Carbohydrate
2171,Ouabain,Carbohydrate,9,Carbohydrate
2172,rs63750424,Mutation,9,Mutation
2173,Ergocalciferols,Lipid,8,Lipid
2174,Hyperemia,Disease,18,Disease
2175,Sodium Dodecyl Sulfate,Lipid,15,Lipid
2176,Leukotrienes,Lipid,22,Lipid
2177,Phosphatidic Acids,Lipid,8,Lipid
2178,Margarine,Lipid,12,Lipid
2179,Acetates,Lipid,6,Lipid
2180,Abciximab,Peptide;Protein,17,Peptide;Protein
2181,Aspartame,Peptide,5,Peptide
2182,Enalapril,Peptide,78,Peptide
2183,Atazanavir Sulfate,Peptide,17,Peptide
2184,"Piperacillin, Tazobactam Drug Combination",Pharmaceutical Preparations,4,Pharmaceutical Preparations
2185,"Lidocaine, Prilocaine Drug Combination",Pharmaceutical Preparations,2,Pharmaceutical Preparations
2186,Omalizumab,Protein,3,Protein
2187,Cetuximab,Protein,24,Protein
2188,Squamous Cell Carcinoma of Head and Neck,Disease,13,Disease
2189,Bisphosphonate-Associated Osteonecrosis of the Jaw,Disease,5,Disease
2190,rs11948613,Mutation,3,Mutation
2191,rs1800562,Mutation,18,Mutation
2192,rs5744455,Mutation,3,Mutation
2193,rs34637584,Mutation,19,Mutation
2194,rs1061170,Mutation,6,Mutation
2195,rs696217,Mutation,4,Mutation
2196,rs1801133,Mutation,26,Mutation
2197,rs79658334,Mutation,1,Mutation
2198,rs58596362,Mutation,12,Mutation
2199,rs12252,Mutation,3,Mutation
2200,rs28365927,Mutation,3,Mutation
2201,rs10824026,Mutation,1,Mutation
2202,FAS,Gene,3,Gene
2203,rs17081935,Mutation,3,Mutation
2204,HNRNPC,Gene,5,Gene
2205,FANCG,Gene,2,Gene
2206,Blast Injuries,Disease,10,Disease
2207,NR3C2,Gene,43,Gene
2208,CD34,Gene,6,Gene
2209,HECTD1,Gene,2,Gene
2210,RUBCN,Gene,4,Gene
2211,"Hematoma, Epidural, Spinal",Disease,5,Disease
2212,Cerebral Intraventricular Hemorrhage,Disease,4,Disease
2213,Accidental Injuries,Disease,11,Disease
2214,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",Disease,3,Disease
2215,Hereditary Sensory and Motor Neuropathy,Disease,1,Disease
2216,Trichiasis,Disease,3,Disease
2217,Trachoma,Disease,10,Disease
2218,Autoimmune Lymphoproliferative Syndrome,Disease,3,Disease
2219,Retinal Perforations,Disease,4,Disease
2220,Fibrocystic Breast Disease,Disease,1,Disease
2221,Chromosomal Instability,Disease,8,Disease
2222,Lacrimal Apparatus Diseases,Disease,4,Disease
2223,Dacryocystitis,Disease,2,Disease
2224,Brachial Plexus Neuropathies,Disease,5,Disease
2225,DAPK1,Gene,5,Gene
2226,DYRK1A,Gene,17,Gene
2227,EZH2,Gene,22,Gene
2228,Anthocyanins,Carbohydrate,27,Carbohydrate
2229,MTNR1B,Gene,13,Gene
2230,Angiotensin II,Peptide;Protein,2,Peptide;Protein
2231,TXNIP,Gene,18,Gene
2232,Hyperoxia,Disease,38,Disease
2233,Abetalipoproteinemia,Disease,6,Disease
2234,Taste Disorders,Disease,22,Disease
2235,Vascular Remodeling,Disease,24,Disease
2236,Lysosomal-Associated Membrane Protein 2,Protein,1,Protein
2237,SF3B1,Gene,5,Gene
2238,EIF2AK1,Gene,3,Gene
2239,"Protoporphyria, Erythropoietic",Disease,6,Disease
2240,SOD1,Gene,66,Gene
2241,GPX1,Gene,14,Gene
2242,rs1800668,Mutation,1,Mutation
2243,rs1001179,Mutation,1,Mutation
2244,EGR1,Gene,11,Gene
2245,COL11A1,Gene,1,Gene
2246,WNT3,Gene,3,Gene
2247,TNIP1,Gene,3,Gene
2248,CR1,Gene,3,Gene
2249,COX7C,Gene,2,Gene
2250,ROS1,Gene,1,Gene
2251,PER2,Gene,11,Gene
2252,CYP1A1,Gene,12,Gene
2253,NR1I2,Gene,1,Gene
2254,HBEGF,Gene,3,Gene
2255,GDNF,Gene,9,Gene
2256,ACOX1,Gene,4,Gene
2257,ACOX2,Gene,1,Gene
2258,ACOX3,Gene,1,Gene
2259,CD5L,Gene,1,Gene
2260,CD14,Gene,3,Gene
2261,NCAM1,Gene,3,Gene
2262,CD40LG,Gene,10,Gene
2263,CD163,Gene,7,Gene
2264,CXCL16,Gene,2,Gene
2265,BAK1,Gene,5,Gene
2266,PIEZO1,Gene,6,Gene
2267,LMX1B,Gene,3,Gene
2268,Dinoprostone,Lipid,66,Lipid
2269,CD47,Gene,2,Gene
2270,CD24,Gene,2,Gene
2271,BMP2,Gene,35,Gene
2272,AREG,Gene,15,Gene
